2;3459;Ada2;15/07/2020;Calmo
2;3459;Ada3;02/02/2018;Simpático
2;3459;Ada4;20/11/2018;Bonito
4;3459;Ada5;17/07/2018;Feio
5;3459;Ada6;12/06/2022;Alto
5;3518;Ada7;31/08/2019;Baixo
3;3518;Ada8;03/12/2019;Loiro
3;3518;Ada9;02/07/2018;Branco
2;3518;Ada10;14/11/2020;Dourado
3;3518;Ada2;29/05/2023
1;3557;Ada12;07/01/2018
2;3557;Ada13;15/11/2021
1;3557;Ada14;14/12/2023
1;3557;Ada15;30/08/2019
5;3557;Ada16;18/09/2018
1;3801;Ada17;27/02/2023
4;3801;Ada18;17/09/2021;Vazio
3;3801;Ada19;24/11/2022;Cheio
1;3801;Ada20;05/12/2023;Divertido
3;3801;Ada21;06/12/2018;Generoso
3;3941;Ada22;22/12/2021;Honesto
1;3941;Ada23;08/10/2021;Longo
4;3941;Ada24;19/06/2020;Novo
5;3941;Ada25;06/06/2018;Educado
5;3941;Ada26;18/02/2021;Rico
4;3725;Ada27;16/02/2019;Magro
2;3725;Ada2;14/04/2020;Cansado
3;3725;Ada29;31/01/2018;Brasileiro
3;3725;Ada30;07/03/2022;Inglês
4;3725;Ada31;05/09/2020;Espanhol
1;3725;Ada32;19/08/2022;Alemão
3;3725;Ada33;24/02/2018;Europeu
3;3725;Ada34;19/12/2020
1;3725;Ada35;20/02/2020
2;3725;Ada36;05/02/2019
1;3725;Ada37;07/09/2020
1;3973;Ada2;10/09/2021
1;3973;Ada39;24/11/2022
1;3973;Ada40;13/01/2020
5;3973;Ada41;17/07/2023;Brancos
4;3973;Ada42;07/07/2020;Dourados
3;3973;Yuk218531;31/12/2023;Cansados
1;3973;Ada44;17/07/2019;Velhos
1;3460;Ada2;01/12/2020;Bons
2;3460;Ada46;01/08/2020;Maus
1;3460;Ada47;08/09/2018;Escuros
1;3460;Ada48;21/08/2022;Maravilhosos
5;3460;Ada49;30/03/2019;Pequenos
3;3460;Ada50;01/01/2022;Vazios
4;3460;Ada51;12/12/2019;Cheios
4;3460;Ada52;17/12/2021;Divertidos
1;9361;Ada2;24/07/2021;Generosos
4;9361;Ada54;06/02/2022;Honestos
5;9361;Ada55;28/07/2018;Longos
3;9361;Ada56;03/06/2022;Novos
1;9361;Ada57;09/11/2019;Educados
5;9361;Ada58;22/01/2018;Ricos
3;9361;Ada59;18/02/2022;Magros
5;9361;Ada60;19/08/2019;Cansados
2;9361;Ada61;20/01/2023;Brasileiros
2;9361;Ada62;02/05/2021;Ingleses
3;9396;Ada2;23/05/2018;Espanhóis
1;9396;Ada64;07/07/2022;Alemães
2;9396;Ada65;01/01/2019;Europeus
5;9396;Ada66;21/08/2022;Calmas
2;9396;Ada67;12/09/2022;Simpáticas
1;9396;Ada68;22/03/2020;Bonitas
1;9396;Ada69;12/10/2023;Feias
4;9396;Ada70;07/10/2023;Altas
3;9396;Ada71;28/12/2020;Baixas
1;9322;Ada2;18/08/2022;Loiras
1;9322;Ada73;20/01/2022;Brancas
4;9322;Ada74;25/11/2018;Douradas
5;9322;Ada75;16/10/2019;Cansadas
4;9322;Ada76;02/04/2022;Velhas
1;9322;Ada77;09/03/2021;Boas
3;9322;Ada78;17/05/2020;Más
3;9322;Ada79;18/07/2020;Escuras
3;9322;Ada80;02/07/2019;Maravilhosas
4;9322;Ada81;10/01/2022;Pequenas
5;9322;Ada82;04/01/2019;Vazias
2;9322;Ada83;02/07/2023;Cheias
5;9322;Ada84;20/08/2018;Divertidas
5;9989;Ada2;23/03/2022;Generosas
1;9989;Ada86;09/07/2022;Honestas
4;9989;Ada87;11/11/2019;Longas
5;9989;Ada88;27/08/2020;Novas
4;9989;Ada89;15/11/2019;Educadas
5;9989;Ada90;23/05/2019;Ricas
3;9989;Ada91;09/11/2022;Magras
5;9989;Ada92;08/10/2019;Cansadas
2;9989;Ada93;31/03/2018;Brasileiras
4;9989;Ada94;10/11/2021
5;9989;Ada95;09/10/2019
4;9989;Ada96;14/10/2019
4;8632;Ada2;12/02/2018
3;8632;Ada98;12/07/2020
4;8632;Ada99;05/09/2018;Alegre
2;8632;Ada100;28/01/2018;Feliz
5;8632;Ada101;27/12/2018;Amigável
4;8632;Ada102;20/02/2018;Jovem
4;8632;Ada103;01/01/2023;Triste
2;8632;Ada104;29/04/2021;Confiante
5;8632;Ada105;21/03/2020;Horrível
3;8632;Ada106;01/11/2023;Importante
5;8632;Ada107;03/07/2018;Pobre
1;8632;Ada108;11/06/2021;Azul
2;9102;Ada2;24/09/2019;Pobre
3;9102;Ada110;01/03/2019;Grande
1;9102;Ada111;09/08/2018;Fácil
2;9102;Ada112;26/06/2023;Difícil
2;9102;Ada113;13/06/2021;Livre
4;9102;Ada114;28/08/2021;Responsável
2;9102;Ada115;05/05/2023;Forte
2;9102;Ada116;21/06/2020;Belga
2;9102;Ada117;11/04/2023;Israelense
4;9102;Ada118;22/09/2020;Fiel
4;9102;Ada119;06/05/2022;Civil
3;9102;Ada120;26/04/2020;Melhor
5;9102;Ada121;23/09/2020;Inteligentes
1;9102;Ada122;20/12/2021;Alegres
3;9102;Ada123;08/07/2019;Felizes
1;9004;Ada2;23/12/2019;Amigáveis
3;9004;Ada125;05/11/2023;Jovens
4;9004;Ada126;31/10/2023;Tristes
3;8729;Ada2;22/02/2022;Confiantes
1;8729;Ada128;24/02/2019;Horríveis
2;8729;Ada129;30/03/2018;Importantes
2;8328;Ada2;23/10/2018;Pobres
2;8328;Ada131;07/04/2020;Azuis
1;8328;Ada132;08/09/2020;Pobres
3;8328;Ada133;04/07/2023;Grandes
2;8328;Ada134;29/12/2021;Fáceis
4;8328;Ada135;22/12/2020;Difíceis
4;8328;Ada136;19/11/2022;Livres
1;8328;Ada137;27/03/2019;Responsáveis
5;8328;Ada138;10/01/2019;Fortes
5;8328;Ada139;17/06/2023;Belgas
3;8328;Ada140;10/07/2018;Israelenses
5;8328;Ada141;17/04/2021;Fiéis
3;8328;Ada142;03/12/2018;Civis
5;8328;Ada143;03/04/2023;Melhores
5;8328;Ada144;04/07/2018;remota
3;8328;Ada145;25/10/2023;catana
5;8328;Ada146;12/05/2021;auxílio-reclusão
3;8328;Ada147;21/01/2023;transportar
2;8328;Ada148;09/06/2018;mármore
4;8328;Ada149;25/07/2018;paguro
3;8328;Ada150;27/05/2018;morada
5;8328;Ada151;22/03/2022;síncrona
2;8328;Ada2;10/05/2020;indistintamente
4;8328;Ada153;06/03/2020;rotativa
4;8328;Ada154;14/06/2019;motoneta
4;8328;Ada155;16/08/2021;recalcular
5;8328;Ada156;20/03/2019;incivilmente
1;8328;Ada157;09/10/2019;reformulação
4;8328;Ada158;06/09/2019;cardeal
2;8328;Ada159;14/04/2023;requeijão
2;8328;Ada160;09/06/2020;mamata
5;9091;Ada161;30/01/2018;branquelo
5;9091;Eli37542;14/10/2023;soviético
3;9091;Eli37543;21/08/2022;usurpar
3;9091;Eli37544;03/03/2023;ultrapassagem
5;9091;Eli37545;02/04/2021;varar
5;9091;Eli37546;25/02/2023;putrefacto
3;9091;Eli37547;26/10/2019;septo
1;9091;Eli37548;16/05/2023;custear
2;9091;Eli37549;12/12/2022;outorgante
4;9091;Eli37550;14/03/2021;prossecução
4;9091;Yuk218531;13/10/2018;atada
4;9091;Eli37552;03/03/2018;ocidental
2;9091;Ada173;16/02/2018;nino
5;9091;Ada174;20/08/2022;corrija
5;9091;Ada175;31/05/2019;guizo
5;8910;Ada176;20/03/2021;devassidão
4;8910;Ada177;25/06/2020;apartado
1;8910;Ada178;28/11/2019;desvario
3;8910;Ada179;14/01/2018;arcaísmo
2;8910;Ada180;08/12/2018;plutão
5;8910;Ada181;11/12/2018;trambiqueiro
3;8910;Ada182;30/01/2022;contraente
2;8910;Ada183;04/02/2022;correspondência
1;8910;Ada184;03/11/2022
3;8910;Ada185;23/02/2019
4;8910;Ada186;10/09/2023
2;8910;Ada187;02/10/2018
3;8910;Ada188;30/12/2021
5;8910;Ada189;16/03/2023
3;8910;Ada190;31/12/2019;núcleo
2;9943;Ada191;18/06/2021;registrar
3;9943;Ada192;20/12/2019;muçulmano
1;8984;Ada193;09/05/2019;castanho
2;9431;Ada194;05/04/2020;consideravelmente
1;9431;Ada195;23/06/2020;maioral
3;9431;Ada196;15/04/2018;acarear
5;9431;Ada197;09/05/2020;contabilidade
1;9431;Ada198;18/05/2020;tipógrafo
2;9431;Ada199;05/04/2023;soar
5;9431;Ada200;02/09/2019;soquete
3;9431;Ada201;15/10/2019;incivil
2;9431;Jea65111;05/05/2022;emplacamento
1;9431;Jea65112;10/10/2020;letra
5;9431;Jea65113;13/10/2022;inundação
3;9431;Jea65114;14/05/2022;grécia
5;9431;Jea65115;25/06/2022;creditar
3;9431;Jea65116;12/05/2023;amigdalite
4;9431;Jea65117;20/05/2022;frase
5;9431;Jea65118;06/09/2022;pepino
3;9431;Jea65119;29/07/2021;rixa
1;9346;Jea65120;09/10/2021;inenarrável
4;9346;Jea65121;13/02/2022;harpe
5;9346;Jea65122;23/07/2023;desforrar
1;9346;Jea65123;17/03/2021;genocídio
3;9346;Jea65124;10/09/2020;permear
4;9346;Jea65125;22/03/2018;amenizar
2;9346;Jea65126;03/06/2019;elucidar
2;9346;Jea65127;26/09/2022;bradar
2;9346;Jea65128;04/09/2023;útil
3;9346;Jea65129;06/08/2018;evaporação
3;9346;Jea65130;14/09/2022;inequivocamente
1;9346;Jea65131;16/06/2021;dispersante
5;9346;Jea65132;22/01/2022;viação
1;9346;Jea65133;05/09/2021;desde
5;9346;Jea65134;11/05/2023;lidar
1;9346;Jea65135;19/05/2021;novíssimo
3;8488;Jea65136;09/01/2020;entre
4;8488;Jea65137;17/07/2020;enfraquecido
3;8488;Jea65138;21/02/2022;desvirtuar
5;8488;Jea65139;05/03/2023;sedoso
5;8488;Jea65140;02/05/2021;propor
2;8488;Jea65141;01/07/2022;escrutínio
1;8488;Jea65142;12/03/2020;heterossexual
3;8488;Jea65143;03/06/2023;sessenta
4;8488;Jea65144;07/11/2022;suprimido
4;9311;Jea65145;10/06/2022;atemperar
5;9311;Jea65146;27/11/2021;resplandecer
3;9311;Jea65147;29/06/2019;diagramar
4;9311;Jea65148;03/02/2021;gongo
1;9311;Jea65149;13/10/2019;arpoador
4;9311;Jea65150;21/10/2019;rouco
5;9311;Yuk218531;23/09/2020;ressalva
4;9311;Jea65152;15/08/2021;pentagonal
3;9311;Jea65153;23/09/2019;poderosa
2;9311;Jea65154;25/07/2022;fragmenta
5;9311;Jea65155;01/09/2021;dormiu
5;9311;Jea65156;02/02/2022;supor
5;9311;Jea65157;08/02/2020;anomalia
1;9311;Jea65158;02/11/2022;sonso
4;3509;Ada2;18/04/2018;sedoso
1;3509;Jea65160;14/01/2021;ajustado
1;3509;Jea65161;30/09/2020;desordem
4;3509;Jea65162;02/11/2021;martelete
1;3509;Jea65163;29/03/2018;travada
5;3509;Jea65164;21/08/2021;apologético
3;3509;Jea65165;10/10/2019;proposicional
3;3509;Jea65166;17/01/2023;espedaçado
3;3509;Jea65167;06/01/2018;dunga
1;3509;Jea65168;29/07/2022;vingativo
5;3496;Jea65169;30/09/2019;ressentir
2;3496;Nei144857;30/08/2021;fervor
2;3496;Nei144858;27/01/2023
3;3496;Nei144859;30/04/2021
5;3496;Nei144860;01/12/2022
4;3496;Nei144861;29/07/2023
5;3496;Nei144862;19/08/2021;sinapse
4;3496;Nei144863;03/12/2019;inteirado
5;3496;Nei144864;03/05/2022;mama
4;3496;Nei144865;07/10/2021;agilizar
3;3496;Nei144866;21/09/2020;filmar
4;3496;Nei144867;23/02/2022;extinguir
3;3496;Nei144868;30/07/2022;restaurador
3;3496;Jea65182;26/03/2023;urbanita
1;3496;Jea65183;09/12/2020;ciranda
2;3496;Jea65184;06/02/2020;tsunami
2;3496;Jea65185;29/05/2018;espumar
1;3496;Jea65186;22/05/2019;cantar
1;3496;Jea65187;03/11/2020;cupida
5;3496;Jea65188;29/05/2022;sumariamente
5;3496;Jea65189;08/07/2023;tumba
4;3496;Jea65190;22/12/2019;centrado
5;3496;Jea65191;22/09/2022;conseguiu
3;3496;Jea65192;01/07/2019;instituição
2;3496;Jea65193;08/11/2020;desconjuntar
5;3496;Jea65194;19/04/2018;gafanhoto
1;3496;Jea65195;14/12/2020;terapista
4;3496;Jea65196;19/07/2023
3;3496;Jea65197;12/11/2018
1;3496;Jea65198;23/07/2020
3;3592;Jea65199;02/08/2019
5;3592;Jea65200;19/07/2021
1;3592;Jea65201;02/02/2020
5;3592;Jea65202;31/08/2021
5;3592;Jea65203;07/06/2020
1;3592;Jea65204;05/04/2020;envelhecido
4;3592;Jea65205;08/05/2020;ambas
3;3592;Jea65206;18/09/2022;gozoso
3;3743;Jea65207;14/02/2023;engraçada
2;3743;Jea65208;20/04/2022;categorizado
2;3743;Jea65209;30/09/2023;batalhar
1;3743;Jea65210;18/12/2020;acertadamente
5;3743;Jea65211;08/12/2019;sururu
3;3824;Jea65212;17/12/2018;importância
4;3830;Jea65213;25/03/2021;revel
4;4006;Jea65214;22/08/2021;leigo
5;4006;Jea65215;03/08/2019;arlequina
1;4006;Yuk218531;22/08/2023;umbigo
1;4006;Jea65217;18/07/2022;destrutivo
5;4006;Jea65218;23/06/2018;devolutivo
2;4006;Jea65219;19/02/2020;monetizar
2;4006;Jea65220;17/01/2022;magistratura
5;4006;Eli37542;27/08/2018;passiva
5;4006;Eli37543;23/04/2022;espinha
1;4006;Eli37544;07/07/2021;aprendesse
1;4006;Eli37545;20/05/2021;desgastar
5;4006;Eli37546;05/09/2018;paixão
4;4006;Eli37547;10/07/2020;atarê
5;4006;Eli37548;16/01/2023;executado
3;4006;Eli37549;06/01/2019;ouça
2;4006;Eli37550;07/08/2019;carneiro
2;4006;Eli37551;22/04/2022;calote
3;4006;Eli37552;13/06/2018;salário-mínimo
3;4006;Jea65232;25/12/2018;mito
4;4006;Jea65233;22/09/2020;ouvidor
4;4006;Jea65234;05/02/2018;ferro
3;4006;Jea65235;24/09/2022;revoltado
3;4006;Jea65236;03/11/2020;individualizado
2;4006;Jea65237;03/02/2022;grade
5;9509;Jea65238;20/09/2021;equânime
2;9509;Jea65239;21/03/2021;requinte
3;9509;Ada2;15/02/2023;mentol
4;9509;Jea65241;23/06/2018;tempestivamente
1;9509;Jea65242;25/11/2020;rondar
4;9509;Jea65243;30/09/2021;graxa
4;9509;Jea65244;10/09/2019;cheque
4;9509;Jea65245;13/11/2018;calábria
1;9509;Jea65246;25/10/2021;fotografar
4;9509;Jea65247;16/12/2023;primordialmente
2;9509;Jea65248;25/11/2020;sortida
4;9509;Jea65249;01/08/2018;acusar
1;9509;Jea65250;13/07/2020;coerentemente
3;8729;Jea65251;18/01/2021
3;8729;Jea65252;24/05/2021
5;8729;Jea65253;28/02/2018
4;8729;Jea65254;10/12/2023
3;8729;Jea65255;10/04/2021
4;8729;Jea65256;07/11/2023;cheiroso
3;8729;Jea65257;19/07/2019;evangelismo
1;8729;Jea65258;02/11/2023;empreitada
3;8729;Jea65259;22/09/2022;detractor
1;8729;Jea65260;23/09/2023;indutor
5;8729;Jea65261;21/10/2023;bisar
3;8729;Jea65262;09/07/2023;natalidade
5;8729;Jea65263;25/09/2021;crânio
3;8729;Jea65264;01/08/2019;sucessor
2;8729;Jea65265;07/11/2021;gostosura
5;8729;Jea65266;10/02/2023;crápula
3;8729;Jea65267;14/05/2020;orgânico
5;9492;Jea65268;10/12/2018;vilão
5;9492;Jea65269;27/04/2020;exterminar
1;9492;Jea65270;22/06/2019;cem
4;9492;Jea65271;04/03/2018;cantora
5;9492;Yuk218531;27/03/2021;cupulado
1;9492;Jea65273;18/10/2020;destreza
2;9492;Jea65274;21/03/2023;patrulhar
5;9492;Jea65275;28/04/2019;aterosclerose
4;9492;Jea65276;31/07/2022;disseminado
3;9492;Jea65277;06/03/2022;walkman
2;9492;Jea65278;13/12/2018;edificação
2;9492;Jea65279;13/11/2020;confortavelmente
5;9492;Jea65280;07/07/2022;relampejar
1;9492;Jea65281;08/11/2020;ninharia
3;9492;Jea65282;13/04/2019;enjaulado
4;9492;Jea65283;13/09/2022;fonograma
2;9082;Jea65284;19/01/2018;europeia
2;9082;Jea65285;19/11/2019;quintal
1;9082;Jea65286;03/10/2018;prestatário
1;9082;Jea65287;12/03/2021;exclusão
4;9082;Jea65288;15/07/2021;contusão
1;9082;Jea65289;19/01/2022;rã
3;9082;Jea65290;20/01/2018;rescisão
5;9082;Jea65291;25/05/2022;reincidente
4;9082;Jea65292;09/12/2019;ronda
3;9082;Jea65293;17/02/2023;certeza
5;9082;Jea65294;25/04/2018;glamoroso
4;9082;Jea65295;19/09/2018;raspagem
2;8146;Jea65296;28/03/2020;pétala
3;8146;Jea65297;09/04/2020;subserviência
5;8146;Jea65298;25/07/2023;metabolizar
3;8146;Jea65299;11/12/2023;freio
1;8146;Jea65300;25/07/2022;armazém
5;8146;Jea65301;16/08/2018;excomunhão
1;8146;Jea65302;13/07/2018;métrica
5;8146;Jea65303;18/05/2018;velório
4;8146;Jea65304;08/08/2021;biscate
5;8146;Jea65305;05/12/2022;excelentemente
5;8146;Jea65306;07/03/2023;funileiro
4;8146;Ada2;09/07/2021;peroba
2;8146;Jea65308;15/10/2021;empinado
5;8146;Jea65309;20/10/2021;youtuber
5;9543;Jea65310;18/06/2022;adiamento
1;9562;Jea65311;08/10/2019;bip
2;8449;Let112303;24/05/2018;amálgama
5;9079;Let112304;28/11/2022;beijar
3;8274;Let112305;15/09/2023;roto
1;8399;Let112306;18/11/2020;ósseo
1;8399;Let112307;16/07/2023;páprica
2;8399;Let112308;22/02/2019;miniatura
1;8399;Let112309;10/02/2019
3;8399;Let112310;23/01/2022
4;8399;Let112311;18/09/2022
4;8583;Let112312;04/04/2019
2;8107;Let112313;09/08/2020
3;8107;Let112314;23/07/2023
2;8107;Let112315;17/01/2020
4;8107;Let112316;08/03/2019;despeito
1;8107;Let112317;30/03/2023;subordinado
3;8107;Yuk218531;31/08/2021;surinamês
2;8107;Let112319;26/01/2019;halterofilia
5;8107;Let112320;23/06/2018;turista
2;8107;Let112321;01/01/2019;canguçu
4;8107;Let112322;29/01/2019;inquirir
5;9536;Let112323;20/04/2018;força-tarefa
3;9536;Let112324;27/12/2023;analógico
2;9536;Let112325;06/08/2023;desavisado
1;9536;Let112326;12/02/2023;pavimentação
4;9536;Let112327;19/03/2019;desaceitar
2;9536;Let112328;13/12/2023;bule
3;9536;Let112329;20/07/2022;deambular
1;9536;Let112330;03/08/2021;labirintite
3;9536;Let112331;22/09/2020;motejo
1;9536;Let112332;21/03/2022;inconstante
1;9680;Let112333;26/04/2023;assombração
1;9680;Let112334;02/05/2019;quisera
2;9680;Let112335;26/06/2020;exactamente
2;9680;Let112336;01/05/2022;corolário
5;9680;Let112337;18/10/2021;babaca
3;9680;Let112338;08/08/2020;interior
2;9680;Let112339;07/07/2021;receptar
4;9680;Let112340;27/06/2022;maravilhosa
4;9680;Let112341;09/01/2022;hedonista
1;3989;Let112342;19/09/2018;experto
3;3989;Let112343;10/12/2018;escalador
2;3989;Let112344;23/05/2019;abatido
3;3989;Let112345;03/03/2021;couro
4;3989;Let112346;26/03/2023;marcar
5;3989;Let112347;08/09/2023;mil
4;3989;Let112348;28/02/2021;mostrar
4;3989;Let112349;17/05/2018;literatura
3;3989;Let112350;16/03/2018;dispensa
5;3989;Let112351;09/12/2019;flor
2;3926;Let112352;26/03/2023;morfose
5;3926;Let112353;05/03/2019;corresponde
3;3926;Let112354;05/09/2018;tundra
1;3926;Let112355;25/04/2023;mobilhar
2;3926;Let112356;05/05/2022;doce
1;3926;Let112357;08/06/2023;compostura
3;3926;Let112358;15/10/2020;vascaíno
3;3930;Let112359;26/06/2020;ré
3;3930;Let112360;16/04/2018;ranzinza
2;3930;Let112361;14/12/2019;jaguar
1;3930;Let112362;24/04/2021;ressacada
4;3930;Let112363;28/11/2022;resfriado
2;3930;Let112364;21/02/2019;apropriar
3;3932;Let112365;25/10/2022;extraordinária
1;3948;Let112366;05/08/2023;serenar
3;3948;Let112367;28/01/2023;assertiva
5;3948;Let112368;28/01/2023;estratégico
5;3948;Yuk218531;21/10/2023;dramatizado
3;3948;Let112370;18/02/2020;regularidade
5;3948;Let112371;02/07/2023;estudantil
2;3948;Let112372;18/12/2020;cômico
2;3948;Let112373;14/11/2018;civilizado
3;3948;Let112374;16/01/2018
3;3948;Let112375;23/03/2022
3;3811;Let112376;21/01/2020
2;3811;Let112377;16/10/2023
5;3811;Let112378;23/11/2023
1;3811;Let112379;05/05/2018
3;3811;Let112380;01/01/2021
2;3811;Let112381;31/10/2021
1;3811;Let112382;01/03/2021
4;3811;Let112383;26/06/2020
2;3811;Let112384;20/08/2021;indicar
2;3811;Let112385;06/01/2019;multa
2;3811;Let112386;03/10/2020;intrinsecamente
3;3698;Let112387;14/10/2018;pinça
2;3698;Let112388;19/07/2021;labiríntico
1;3698;Let112389;24/04/2022;receptáculo
2;3698;Let112390;19/08/2020;propileno
3;3698;Let112391;06/03/2018;lábio
4;3698;Yuk218531;25/08/2021;sustento
2;9877;Let112393;01/10/2020;gruta
2;9877;Let112394;12/09/2020
2;9877;Let112395;19/04/2018
1;9877;Let112396;20/05/2020
5;9877;Let112397;05/12/2020
1;9877;Let112398;13/07/2023
1;9877;Let112399;21/07/2018
5;9877;Let112400;15/04/2021
3;9877;Yuk218531;25/12/2022